"components/6630b072fe12fd0286b67afa/_html/","<h3>For each statement, choose the option that best describes your ability: Never (1 point), Rarely (2 points), Sometimes (3 points), Often (4 points), Always (5 points).</h3>"
"components/6630b90d1d18920250d45e94/title/","Question"
"components/6630b90d1d18920250d45e94/displayTitle/","Question"
"components/6630b90d1d18920250d45e94/body/","Basic Computer Operation"
"components/6630b90d1d18920250d45e94/questionTitle/","Statements"
"components/6630b90d1d18920250d45e94/optionTitle/","Categories"
"components/6630b90d1d18920250d45e94/placeholder/","Select"
"components/6630b90d1d18920250d45e94/_items/0/text/","I can turn a computer on and off."
"components/6630b90d1d18920250d45e94/_items/0/_options/0/text/","Never"
"components/6630b90d1d18920250d45e94/_items/0/_options/1/text/","Rarely"
"components/6630b90d1d18920250d45e94/_items/0/_options/2/text/","Sometimes"
"components/6630b90d1d18920250d45e94/_items/0/_options/3/text/","Often"
"components/6630b90d1d18920250d45e94/_items/0/_options/4/text/","Always"
"components/6630b90d1d18920250d45e94/_items/1/text/","I can open, save, and manage files and folders."
"components/6630b90d1d18920250d45e94/_items/1/_options/0/text/","Never"
"components/6630b90d1d18920250d45e94/_items/1/_options/1/text/","Rarely"
"components/6630b90d1d18920250d45e94/_items/1/_options/2/text/","Sometimes"
"components/6630b90d1d18920250d45e94/_items/1/_options/3/text/","Often"
"components/6630b90d1d18920250d45e94/_items/1/_options/4/text/","Always"
"components/6630b90d1d18920250d45e94/_items/2/text/","I can install and update software applications."
"components/6630b90d1d18920250d45e94/_items/2/_options/0/text/","Never"
"components/6630b90d1d18920250d45e94/_items/2/_options/1/text/","Rarely"
"components/6630b90d1d18920250d45e94/_items/2/_options/2/text/","Sometimes"
"components/6630b90d1d18920250d45e94/_items/2/_options/3/text/","Often"
"components/6630b90d1d18920250d45e94/_items/2/_options/4/text/","Always"
"components/6630b90d1d18920250d45e94/_feedback/correct/","Correct feedback!"
"components/6630b90d1d18920250d45e94/_feedback/_incorrect/final/","Incorrect feedback!"
"components/6630b90d1d18920250d45e94/_feedback/_partlyCorrect/final/","Partially correct feedback!"
"components/6630b90d1d18920250d45e94/_buttons/_submit/buttonText/","Submit"
"components/6630b90d1d18920250d45e94/_buttons/_submit/ariaLabel/","Select here to submit your answer."
"components/6630b90d1d18920250d45e94/_buttons/_reset/buttonText/","Reset"
"components/6630b90d1d18920250d45e94/_buttons/_showCorrectAnswer/buttonText/","Correct Answer"
"components/6630b90d1d18920250d45e94/_buttons/_hideCorrectAnswer/buttonText/","My Answer"
"components/6630b90d1d18920250d45e94/_buttons/_showFeedback/buttonText/","Show feedback"
"components/6630b90d1d18920250d45e94/_buttons/remainingAttemptsText/","attempts remaining"
"components/6630b90d1d18920250d45e94/_buttons/remainingAttemptText/","final attempt"
"components/6630d9451baafd0375c689b8/_html/","
<p>It’s time to see what you’ve learned, and what you still need to learn. Courses like this will help you a lot on your digital journey, but you can also find out the answers to your questions by yourself and learn the skills you need to do the things you want to do. But first, you need to know what those skills are in order to learn them. Let’s do a quiz.</p>"
"components/6630da6c1baafd0375c689b9/title/","Sign up to an online learning platform"
"components/6630da6c1baafd0375c689b9/body/","<p>Watch the video, then take the&nbsp;Digital Literacy Self-Assessment Quiz.</p>"
"components/6630da6c1baafd0375c689b9/_timestamp/label/","Timestamps"
"components/6630da6c1baafd0375c689b9/_transcript/inlineTranscriptButton/","View transcript"
"components/6630da6c1baafd0375c689b9/_transcript/inlineTranscriptCloseButton/","Close"
"components/6630da6c1baafd0375c689b9/_transcript/inlineTranscriptBody/","<p dir=""ltr""><strong>There are many platforms that offer online courses where you can sign up through a website and start learning today. For example, Cisco Networking Academy and OpenEDG Edube are great places to learn technology topics like cybersecurity, networking, programming, or data science, and gain the skills you need to earn a certification or land a job. Some platforms have options to choose if you want to learn self-paced online, find an instructor-led class in person, or do a hybrid of both. There are many learning platforms out there, and while some are free, others might have a cost. Here's how they work in simple steps.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>First, you create an account. All learning platforms need you to have an account so that they can connect the courses you enroll in, and so that you can track your progress. You usually need to provide some basic information, like your name and email address. Some platforms, like this one, are free, and some you have to pay for. If you have to pay, then you'll need to have a credit or debit card, and you can enter the information when you get to the payment screen.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Once you've signed in, you can browse through different courses. Courses are like individual classes, focusing on specific topics. Some platforms have quizzes and tests, and you can track your performance, while others are simpler and just give you the content.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>When picking a course, you'll get access to various materials. These could be videos, where an instructor talks and shows you how to do something. There could also be readings, which are like textbook chapters you can read on your screen. As we said, some courses include quizzes to test what you've learned. All the platforms offer self-paced learning, which means you learn by yourself and go at your own pace. But some also offer instructor or teacher-led courses, which means you join a class and are guided by the instructor or the teacher.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Many platforms let you ask questions or discuss things with instructors and other learners. This is usually done through a comments section or a forum. It's like raising your hand in a classroom, but online. Some platforms have video interaction, so you can feel like you're actually in a class and can talk not only to the teacher, but to the other students as well.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Some platforms offer a certificate when you finish the course. It's a way to show what you've learned, like getting a diploma after graduation.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>In addition to a completion certificate, many courses are aligned to specific exams. Once you've completed the course, you should have all the knowledge and skills to pass the exam. This can be particularly useful if you want to add to your resume or CV, or maybe you just want to test yourself to see how far you've come.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Online learning platforms make it easy for anyone to learn new things in a flexible and user-friendly way. Whether you want to pick up a hobby or gain skills for a job, these platforms open up a world of knowledge right at your fingertips.</strong></p>"
"components/6630da6c1baafd0375c689b9/_transcript/transcriptLinkButton/","Download transcript"
"components/66336c71f67bd505257c9987/title/","Close a Skills Gap"
"components/66336c71f67bd505257c9987/displayTitle/","Close a Skills Gap"
"components/66336c71f67bd505257c9987/_html/","
<p style=""font-size: 20px;"">Now that you’ve done the quiz and identified a few skills gaps, pick one and try to learn it for yourself. The first thing you’ll need to do is find the resources to help you learn, and there are several that are great places to start.</p>"
"components/66336cdda2686b05847738a5/title/","Online courses"
"components/66336cdda2686b05847738a5/displayTitle/","Online courses"
"components/66336cdda2686b05847738a5/_html/","
<p style=""font-size: 20px;"">The first is online courses. There are many platforms where you can sign up and start learning, like Cisco Networking Academy, or OpenEDG Edube. These are great places to learn programming and computer-related skills. There are many more platforms available, and some of them are free, and some of them require you to pay. We’ve got a whole video dedicated to just this.</p>"
"components/66336e66d2c600060ed6b663/title/","Video streaming platforms"
"components/66336e66d2c600060ed6b663/displayTitle/","Video streaming platforms"
"components/66336e66d2c600060ed6b663/_html/","
<p style=""font-size: 20px;"">Another great resource is video streaming platforms. The biggest is YouTube, and here you’ll find video tutorials that will take you step-by-step through a skill or task, like signing up to a website, using an online shopping cart, or even writing your own code to perform a very specific function. The video tutorials should be familiar to you, because they are similar in style to the ones on this course.</p>
"
"components/6633708fa2686b05847738a6/title/","MOOCs (Massive Open Online Courses)"
"components/6633708fa2686b05847738a6/displayTitle/","MOOCs (Massive Open Online Courses)"
"components/6633708fa2686b05847738a6/_html/","
<p style=""font-size: 20px;"">MOOCs are offered by universities and colleges worldwide, providing access to high-quality education resources for free or at a low cost. They cover both academic subjects and practical skills, offering certificates upon completion. Some of them, like the Open University, even offer complete Bachelor’s and Master’s degrees.</p>
"
"components/6633716fd2c600060ed6b666/title/","E-Books and Online Articles"
"components/6633716fd2c600060ed6b666/displayTitle/","E-Books and Online Articles"
"components/6633716fd2c600060ed6b666/_html/","
<p style=""font-size: 20px;"">In the real world, if you want to learn more about a topic, you will probably read a book. Nothing has changed in the digital world. Digital libraries and websites offer a vast amount of written content ranging from textbooks to in-depth articles on specific skills or knowledge areas. These resources are ideal for self-paced learners who prefer reading. The only difference is that you no longer read the book on paper, but instead you read it on a screen. You might prefer paper, and that’s a fair point, but think about how much money each book costs, and if you’re a student and you have to quote from 10 or 20 books for your essay, you’ll save a lot of money by compromising on the screen.</p>
"
"components/6633729ef67bd505257c9989/title/","Webinars and Online Workshops"
"components/6633729ef67bd505257c9989/displayTitle/","Webinars and Online Workshops"
"components/6633729ef67bd505257c9989/_html/","
<p style=""font-size: 20px;"">Live sessions or recorded webinars provide an interactive way to learn directly from experts. A webinar is a video that is streamed across the internet, that you can either watch as it’s happening, or watch the recording later. Many companies and individuals offer monthly webinars for free. These can cover niche topics or offer overviews of broader subjects, often with the opportunity to ask questions. Usually the free webinars are more general, and you will probably have to pay if you want to dive deep into a subject.</p>
"
"components/6633743ed2c600060ed6b667/title/","Community platforms and forums"
"components/6633743ed2c600060ed6b667/displayTitle/","Community platforms and forums"
"components/6633743ed2c600060ed6b667/_html/","
<p style=""font-size: 20px;"">Social media is not just for sharing pictures of cats. There are plenty of groups out there that focus on specific topics, and if you join one of these groups, you can ask questions about the things you don’t know, and help others learn the things you do know.
You might have noticed that new technology doesn’t come with an instruction manual, the way things used to in the past. That’s because those instruction manuals have moved online. Most companies that create products will have their instruction manuals on their websites, but some don’t even have those. Instead, they have forums. A forum is a place where you can go and ask a question related to that product, and either a representative from the company will answer it, or somebody else who knows the answer. If you like the answer you get, you can give it a thumbs up. This is called upvoting, and the idea is that the best answers get voted to the top of the page, so that the next person who has the same question will be able to see that answer straight away.
</p>
"
"components/6633817ca9630306275d80cb/title/","Fixing common issues"
"components/6633817ca9630306275d80cb/body/","<p>Watch the video, then complete the exercise.</p>"
"components/6633817ca9630306275d80cb/_timestamp/label/","Timestamps"
"components/6633817ca9630306275d80cb/_transcript/inlineTranscriptButton/","View transcript"
"components/6633817ca9630306275d80cb/_transcript/inlineTranscriptCloseButton/","Close"
"components/6633817ca9630306275d80cb/_transcript/inlineTranscriptBody/","<p dir=""ltr""><strong>Navigating technical issues can be daunting if you're not familiar with digital devices. This tutorial guides you through fixing some common problems with simple solutions.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Step one, check the power source. Ensure your device is charged or plugged in. Step 2. Inspect power cables and outlets for any signs of damage or disconnection. Step 3. Press and hold the power button for a longer duration than usual, say 10 to 20 seconds.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Step 1. Free up storage. Delete unnecessary files and uninstall unused apps. Hard drives tend to perform slower when they're full, so freeing up space usually allows them to work faster. Step 2. Close background applications. On most devices, you can see which apps are running and manually close them. Step 3. Restart your device to clear temporary files and stop unseen processes. When you launch an application, a bunch of background processes are launched at the same time. When you close the application, not all of those background processes are terminated and they can slow down the performance of the computer. So if you find that that's the case, restarting your computer will terminate all these processes.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Problem three, connectivity issues. Step one, ensure wifi is enabled on your device and you're selecting the correct network. Step 2. Verify the problem is with your device or your Wi-Fi connection by trying to connect to the same Wi-Fi with another device. Step 3. Restart your router by unplugging it for 30 seconds and then plugging it back in.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Step 1. Click the Forgot Password link on the login page of the service you're trying to access. Step 2. Follow the prompts, which usually involves receiving an email with a reset link. Step 3. Create a new password.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Step 1. Check for updates. Open the App Store or software's official website and download any available updates. Software creators often provide updates to fix bugs or to patch security holes that have been discovered. Step two, if updating doesn't work, then reinstall the application. Uninstall it first, then download and install the latest version. This usually does the trick.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Step 1. Identify the file type. Look at the file extension, like .pdf or .docx. Step 2. If you're trying to open an unusual file type, then it's possible that you don't have an application on your device that is capable of reading that file type. In this case, you'll need to download a compatible application that can open this file type. Step 3. Convert the file online if it's still not opening using a file format converter tool. These can work well, but be aware that you have to upload the file to the internet, which means that other people might see the contents of the file. If your file contains sensitive information, this may not be an option.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Many issues are resolved by simply restarting your device, giving it a fresh start. Ensure your device's operating system and applications are up to date for optimal performance and security. Most digital devices and applications offer a help or support section. Look here for specific guidance related to your problem. If you're stuck, don't hesitate to seek assistance from customer support, online forums, or tech-savvy friends. By following these steps, you can tackle common technical problems with confidence. Remember, the key is to approach each issue methodically, using these guidelines to navigate your way to a solution.</strong></p>"
"components/6633817ca9630306275d80cb/_transcript/transcriptLinkButton/","Download transcript"
"components/66360e77b201970730e67bdb/title/","New Component Title"
"components/66360e77b201970730e67bdb/_graphic/alt/","DL Logo with border"
"components/66360e988c2129075256079d/title/","New Component Title"
"components/66360f2e5baedb084301ac5d/title/","New Component Title"
"components/66360fee195943071240005b/title/","New Component Title"
"components/66360fee195943071240005b/_graphic/alt/","DL Logo with border"
"components/66360ff75baedb084301ac5e/title/","New Component Title"
"components/664211c4a500b304add644a6/title/","New Component Title"
"components/664211c4a500b304add644a6/_graphic/alt/","DL Logo with border"
"components/66422fb35c78b604cd640c37/title/","Question 1"
"components/66422fb35c78b604cd640c37/displayTitle/","Question 1"
"components/66422fb35c78b604cd640c37/placeholder/","Please select an option"
"components/66422fb35c78b604cd640c37/_items/0/text/","What is usually step 2 if your device won’t turn on?"
"components/66422fb35c78b604cd640c37/_items/0/_options/0/text/","Inspect power cables and outlets for any signs of damage or disconnection."
"components/66422fb35c78b604cd640c37/_items/0/_options/1/text/","Check the power source. Ensure your device is charged or plugged in."
"components/66422fb35c78b604cd640c37/_items/0/_options/2/text/","Press and hold the power button for a longer duration than usual (10-20 seconds)."
"components/66422fb35c78b604cd640c37/_items/0/_options/3/text/","Ensure your device's operating system and applications are up to date."
"components/66422fb35c78b604cd640c37/_feedback/correct/","<p dir=""ltr"">That&rsquo;s right.</p>"
"components/66422fb35c78b604cd640c37/_feedback/_incorrect/final/","<p dir=""ltr"">That&rsquo;s not right.</p><p dir=""ltr"">Go back, reset and try again.</p>"
"components/66422fb35c78b604cd640c37/_feedback/_partlyCorrect/final/","<p dir=""ltr"">That&rsquo;s not right.</p><p dir=""ltr"">Go back, reset and try again.</p>"
"components/6642303a254fa704eccc07f9/title/","Question 2"
"components/6642303a254fa704eccc07f9/displayTitle/","Question 2"
"components/6642303a254fa704eccc07f9/placeholder/","Please select an option"
"components/6642303a254fa704eccc07f9/_items/0/text/","What is usually step 1 if you’re experiencing slow performance?"
"components/6642303a254fa704eccc07f9/_items/0/_options/0/text/","Free up storage. Delete unnecessary files and uninstall unused apps."
"components/6642303a254fa704eccc07f9/_items/0/_options/1/text/","Close background applications. On most devices, you can see which apps are running and manually close them."
"components/6642303a254fa704eccc07f9/_items/0/_options/2/text/","Restart your device to clear temporary files and stop unseen processes."
"components/6642303a254fa704eccc07f9/_items/0/_options/3/text/","Reinstall the application. Uninstall it first, then download and install the latest version."
"components/6642303a254fa704eccc07f9/_feedback/correct/","<p dir=""ltr"">That&rsquo;s right.</p>"
"components/6642303a254fa704eccc07f9/_feedback/_incorrect/final/","<p dir=""ltr"">That&rsquo;s not right.</p><p dir=""ltr"">Go back, reset and try again.</p>"
"components/6642303a254fa704eccc07f9/_feedback/_partlyCorrect/final/","<p dir=""ltr"">That&rsquo;s not right.</p><p dir=""ltr"">Go back, reset and try again.</p>"
"components/664230c04e848a044d0fdad7/title/","Question 3"
"components/664230c04e848a044d0fdad7/displayTitle/","Question 3"
"components/664230c04e848a044d0fdad7/placeholder/","Please select an option"
"components/664230c04e848a044d0fdad7/_items/0/text/","What is usually step 3 when you encounter connectivity issues?"
"components/664230c04e848a044d0fdad7/_items/0/_options/0/text/","Ensure Wi-Fi is enabled on your device and you're selecting the correct network."
"components/664230c04e848a044d0fdad7/_items/0/_options/1/text/","Restart your router by unplugging it for 30 seconds and then plugging it back in."
"components/664230c04e848a044d0fdad7/_items/0/_options/2/text/","Verify if the problem is with your device or your Wi-Fi connection by trying to connect with another device."
"components/664230c04e848a044d0fdad7/_items/0/_options/3/text/","Restart your device to clear temporary files and stop unseen processes."
"components/664230c04e848a044d0fdad7/_feedback/correct/","<p dir=""ltr"">That&rsquo;s right.</p>"
"components/664230c04e848a044d0fdad7/_feedback/_incorrect/final/","<p dir=""ltr"">That&rsquo;s not right.</p><p dir=""ltr"">Go back, reset and try again.</p>"
"components/664230c04e848a044d0fdad7/_feedback/_partlyCorrect/final/","<p dir=""ltr"">That&rsquo;s not right.</p><p dir=""ltr"">Go back, reset and try again.</p>"
"components/6642312f4e848a044d0fdad9/title/","Question 4"
"components/6642312f4e848a044d0fdad9/displayTitle/","Question 4"
"components/6642312f4e848a044d0fdad9/placeholder/","Please select an option"
"components/6642312f4e848a044d0fdad9/_items/0/text/","What is usually step 1 if your files won’t open?"
"components/6642312f4e848a044d0fdad9/_items/0/_options/0/text/","Identify the file type (look at the file extension like .pdf, .docx, etc.)."
"components/6642312f4e848a044d0fdad9/_items/0/_options/1/text/","Download a compatible application that can open this file type."
"components/6642312f4e848a044d0fdad9/_items/0/_options/2/text/","Convert the file online if it’s still not opening, using a format converter tool."
"components/6642312f4e848a044d0fdad9/_items/0/_options/3/text/","Follow the prompts, usually involving receiving an email with a reset link."
"components/6642312f4e848a044d0fdad9/_feedback/correct/","<p dir=""ltr"">That&rsquo;s right.</p>"
"components/6642312f4e848a044d0fdad9/_feedback/_incorrect/final/","<p dir=""ltr"">That&rsquo;s not right.</p><p dir=""ltr"">Go back, reset and try again.</p>"
"components/6642312f4e848a044d0fdad9/_feedback/_partlyCorrect/final/","<p dir=""ltr"">That&rsquo;s not right.</p><p dir=""ltr"">Go back, reset and try again.</p>"
"components/6642319a4e848a044d0fdada/title/","Question 5"
"components/6642319a4e848a044d0fdada/displayTitle/","Question 5"
"components/6642319a4e848a044d0fdada/placeholder/","Please select an option"
"components/6642319a4e848a044d0fdada/_items/0/text/","What is the most typical way to solve many issues?"
"components/6642319a4e848a044d0fdada/_items/0/_options/0/text/","Restarting your computer"
"components/6642319a4e848a044d0fdada/_items/0/_options/1/text/","Asking for regular updates"
"components/6642319a4e848a044d0fdada/_items/0/_options/2/text/","Reinstalling applications"
"components/6642319a4e848a044d0fdada/_items/0/_options/3/text/","Creating new passwords"
"components/6642319a4e848a044d0fdada/_feedback/correct/","<p dir=""ltr"">That&rsquo;s right.</p>"
"components/6642319a4e848a044d0fdada/_feedback/_incorrect/final/","<p dir=""ltr"">That&rsquo;s not right.</p><p dir=""ltr"">Go back, reset and try again.</p>"
"components/6642319a4e848a044d0fdada/_feedback/_partlyCorrect/final/","<p dir=""ltr"">That&rsquo;s not right.</p><p dir=""ltr"">Go back, reset and try again.</p>"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_previous/text/","Previous"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_previous/ariaLabel/","Previous Page"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_previous/tooltip/","{{displayTitle}}"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_root/text/","Home"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_root/ariaLabel/","Home"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_root/tooltip/","{{displayTitle}}"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_up/text/","Back to menu"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_up/ariaLabel/","Back to menu"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_up/tooltip/","{{displayTitle}}"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_next/text/","Next"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_next/ariaLabel/","Next Page"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_next/tooltip/","{{displayTitle}}"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_sibling/text/","{{inc index}}"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_sibling/ariaLabel/","Page {{inc index}}"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_sibling/tooltip/","{{displayTitle}}"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_close/text/","Close"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_close/ariaLabel/","Close window"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_close/tooltip/","Close window"
"components/01ef7629a8034ba2a45209122ab8398e/title/","Text"
"components/01ef7629a8034ba2a45209122ab8398e/body/","<h1><span><span style=""color:#ffffff""><span>{{_moduleNumber}}.0 What Do You Do When Something Goes Wrong?</span></span></span></h1>"
"components/0c899543cf0447dc92223b59b35885f7/title/","Question"
"components/0c899543cf0447dc92223b59b35885f7/displayTitle/","Question"
"components/0c899543cf0447dc92223b59b35885f7/body/","Productivity Software"
"components/0c899543cf0447dc92223b59b35885f7/questionTitle/","Statements"
"components/0c899543cf0447dc92223b59b35885f7/optionTitle/","Categories"
"components/0c899543cf0447dc92223b59b35885f7/placeholder/","Select"
"components/0c899543cf0447dc92223b59b35885f7/_items/0/text/","I can create and edit documents using word processing software."
"components/0c899543cf0447dc92223b59b35885f7/_items/0/_options/0/text/","Never"
"components/0c899543cf0447dc92223b59b35885f7/_items/0/_options/1/text/","Rarely"
"components/0c899543cf0447dc92223b59b35885f7/_items/0/_options/2/text/","Sometimes"
"components/0c899543cf0447dc92223b59b35885f7/_items/0/_options/3/text/","Often"
"components/0c899543cf0447dc92223b59b35885f7/_items/0/_options/4/text/","Always"
"components/0c899543cf0447dc92223b59b35885f7/_items/1/text/","I can create and manage spreadsheets with basic formulas."
"components/0c899543cf0447dc92223b59b35885f7/_items/1/_options/0/text/","Never"
"components/0c899543cf0447dc92223b59b35885f7/_items/1/_options/1/text/","Rarely"
"components/0c899543cf0447dc92223b59b35885f7/_items/1/_options/2/text/","Sometimes"
"components/0c899543cf0447dc92223b59b35885f7/_items/1/_options/3/text/","Often"
"components/0c899543cf0447dc92223b59b35885f7/_items/1/_options/4/text/","Always"
"components/0c899543cf0447dc92223b59b35885f7/_items/2/text/","I can create presentations with slide software."
